c1,c2,distance
42,54,90
42,55,88.25035369
42,56,26.67767409
42,57,90
42,58,88.03809493
42,59,88.52623005
42,60,89.06926389
42,61,90
42,62,90
42,63,89.08518026
42,64,88.97962074
42,65,90
42,66,90
42,67,80.32888164
42,68,88.74979088
42,69,88.86297939
42,70,90
43,44,90
43,45,88.62096237
43,46,90
43,47,88.55044881
43,48,90
43,49,90
43,50,88.17557599
43,51,90
43,52,90
43,53,90
43,54,90
43,55,87.99312177
43,56,88.35742611
43,57,90
43,58,87.74962843
43,59,88.3095814
43,60,88.9324652
43,61,90
43,62,90
43,63,88.95072144
43,64,88.8296431
43,65,90
43,66,90
43,67,90
43,68,88.56602034
43,69,88.69585229
43,70,90
44,45,90
44,46,90
44,47,90
44,48,90
44,49,90
44,50,90
44,51,90
44,52,90
44,53,67.97119689
44,54,86.56790025
44,55,90
44,56,90
44,57,90
44,58,90
44,59,90
44,60,90
44,61,90
44,62,90
44,63,90
44,64,90
44,65,90
44,66,90
44,67,90
44,68,90
44,69,90
44,70,90
45,46,90
45,47,88.81253582
45,48,90
45,49,90
45,50,71.86760772
45,51,90
45,52,90
45,53,90
45,54,90
45,55,88.35602955
45,56,88.65442612
45,57,90
45,58,88.15659952
45,59,88.61523609
45,60,89.12546745
45,61,90
45,62,90
45,63,89.14042255
45,64,89.0412385
45,65,90
45,66,90
45,67,90
45,68,88.82529105
45,69,88.93164239
45,70,90
46,47,86.46358611
46,48,90
46,49,86.87662589
46,50,85.54764652
46,51,90
46,52,90
46,53,90
46,54,90
46,55,90
46,56,90
46,57,90
46,58,90
46,59,90
46,60,90
46,61,90
46,62,90
46,63,90
46,64,90
46,65,90
46,66,90
46,67,90
46,68,90
46,69,90
46,70,86.42437753
47,48,90
47,49,86.55490414
47,50,83.50987909
47,51,90
47,52,90
47,53,90
47,54,90
47,55,88.27196196
47,56,88.58562433
47,57,90
47,58,88.06232652
47,59,88.54442961
47,60,89.08075604
47,61,90
47,62,90
47,63,89.09647585
47,64,88.99221996
47,65,90
47,66,90
47,67,90
47,68,88.76522875
47,69,88.8770192
47,70,86.05594045
48,49,90
48,50,90
48,51,90
48,52,90
48,53,90
48,54,90
48,55,90
48,56,90
48,57,90
48,58,90
48,59,90
48,60,90
48,61,90
48,62,90
48,63,90
48,64,90
48,65,90
48,66,90
48,67,90
48,68,90
48,69,90
48,70,90
49,50,85.66269848
49,51,90
49,52,90
49,53,90
49,54,90
49,55,90
49,56,90
49,57,90
49,58,90
49,59,90
49,60,90
49,61,90
49,62,90
49,63,90
49,64,90
49,65,90
49,66,90
49,67,90
49,68,90
49,69,90
49,70,86.51671053
50,51,90
50,52,90
50,53,90
50,54,90
50,55,87.8250117
50,56,88.21985369
50,57,90
50,58,87.56109925
50,59,88.1679992
50,60,88.84307068
50,61,90
50,62,90
50,63,88.86285607
50,64,88.73163576
50,65,90
50,66,90
50,67,90
50,68,88.4459274
50,69,88.58663696
50,70,85.0339684
51,52,75.49921059
51,53,90
51,54,90
51,55,90
51,56,90
51,57,90
51,58,90
51,59,90
51,60,82.13607572
51,61,90
51,62,90
51,63,90
51,64,68.67346745
51,65,83.93044628
51,66,90
51,67,84.56557289
51,68,90
51,69,90
51,70,90
52,53,90
52,54,90
52,55,90
52,56,90
52,57,90
52,58,90
52,59,90
52,60,84.06245526
52,61,90
52,62,90
52,63,90
52,64,83.4882783
52,65,85.41475852
52,66,90
52,67,85.89390898
52,68,90
52,69,90
52,70,90
53,54,85.03547601
53,55,90
53,56,90
53,57,90
53,58,90
53,59,90
53,60,85.18199741
53,61,90
53,62,90
53,63,90
53,64,90
53,65,78.22197897
53,66,90
53,67,90
53,68,90
53,69,90
53,70,90
54,55,90
54,56,90
54,57,90
54,58,90
54,59,90
54,60,84.04107855
54,61,90
54,62,84.26170135
54,63,90
54,64,90
54,65,90
54,66,90
54,67,90
54,68,90
54,69,90
54,70,90
55,56,88.04183085
55,57,52.13102221
55,58,87.31711836
55,59,87.98478665
55,60,88.72739726
55,61,90
55,62,90
55,63,88.74916147
55,64,88.60481671
55,65,90
55,66,76.74897014
55,67,90
55,68,88.29052673
55,69,88.44531357
55,70,90
56,57,90
56,58,87.80425291
56,59,88.35060497
56,60,88.95836809
56,61,90
56,62,90
56,63,88.97618126
56,64,88.85804153
56,65,90
56,66,90
56,67,90
56,68,88.60081785
56,69,88.72749814
56,70,90
57,58,90
57,59,90
57,60,90
57,61,90
57,62,90
57,63,90
57,64,90
57,65,90
57,66,68.07420452
57,67,90
57,68,90
57,69,90
57,70,90
58,59,41.30059572
58,60,88.57303805
58,61,90
58,62,90
58,63,88.59744313
58,64,88.43558251
58,65,90
58,66,90
58,67,90
58,68,88.08314505
58,69,88.2567211
58,70,90
59,60,88.92803274
59,61,90
59,62,90
59,63,88.9463648
59,64,88.82478361
59,65,84.81892473
59,66,90
59,67,90
59,68,88.56006583
59,69,88.69043709
59,70,90
60,61,90
60,62,84.99007652
60,63,89.33457178
60,64,83.5486317
60,65,85.98181044
60,66,90
60,67,90
60,68,89.0906296
60,69,89.17295471
60,70,90
61,62,90
61,63,90
61,64,90
61,65,90
61,66,90
61,67,90
61,68,90
61,69,90
61,70,90
62,63,90
62,64,90
62,65,90
62,66,90
62,67,90
62,68,90
62,69,90
62,70,90
63,64,89.27048473
63,65,90
63,66,90
63,67,83.10163396
63,68,89.10618055
63,69,89.18709763
63,70,90
64,65,90
64,66,90
64,67,90
64,68,79.95298822
64,69,89.09330016
64,70,90
65,66,90
65,67,85.39508945
65,68,90
65,69,90
65,70,90
66,67,90
66,68,90
66,69,90
66,70,90
67,68,90
67,69,90
67,70,90
68,69,88.8890816
68,70,90
69,70,90
